Bait	Prey	PreyGene	Intensity	IntensitySum	AvgIntensity	NumReplicates	ctrlIntensity	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by	PreyGeneID	ctrlIntensitySum	AvgctrlIntensity
MEPCE	gi|4506613|gn|RPL22:6146|	RPL22	1.929	1.929	1.929	1	1.133	.	.	.	.	.	15.458	0.000		6146	1.133	1.133
MEPCE	gi|4506685|gn|RPS13:6207|	RPS13	2.221	2.221	2.221	1	2.560	.	.	.	.	.	2.363	0.000		6207	2.56	2.56
MEPCE	gi|116812575|gn|YTHDF2:51441|	YTHDF2	0.228	0.228	0.228	1	0.319	.	.	.	.	.	-0.200	0.000		51441	0.319	0.319
MEPCE	gi|25777713|gn|SKP1:6500|	SKP1	0.461	0.461	0.461	1	0.384	.	.	.	.	.	-0.482	0.000		6500	0.384	0.384
MEPCE	gi|4507127|gn|SNRPC:6631|	SNRPC	0.384	0.384	0.384	1	0.364	.	.	.	.	.	-0.380	0.000		6631	0.364	0.364
MEPCE	gi|5032051|gn|RPS14:6208|	RPS14	3.343	3.343	3.343	1	3.198	.	.	.	.	.	2.875	0.000		6208	3.198	3.198
MEPCE	gi|4506133|gn|PRPSAP2:5636|	PRPSAP2	1.750	1.750	1.750	1	1.326	.	.	.	.	.	6.196	0.000		5636	1.326	1.326
MEPCE	gi|24497435|gn|PSMC5:5705|	PSMC5	1.318	1.318	1.318	1	1.975	.	.	.	.	.	1.936	0.000		5705	1.975	1.975
MEPCE	gi|14141161|gn|HNRNPU:3192|	HNRNPU	2.273	2.273	2.273	1	2.536	.	.	.	.	.	2.443	0.000		3192	2.536	2.536
MEPCE	gi|112293285|gn|SPIN1:10927|	SPIN1	0.894	0.894	0.894	1	0.268	.	.	.	.	.	-0.680	0.000		10927	0.268	0.268
MEPCE	gi|5453597|gn|CAPZA1:829|	CAPZA1	0.278	0.278	0.278	1	0.325	.	.	.	.	.	-0.247	0.000		829	0.325	0.325
MEPCE	gi|148470397|gn|HNRNPF:3185|	HNRNPF	1.099	1.099	1.099	1	1.529	.	.	.	.	.	2.590	0.000		3185	1.529	1.529
MEPCE	gi|24762236|gn|PRPF38A:84950|	PRPF38A	0.326	0.326	0.326	1	0.085	.	.	.	.	.	-0.132	0.000		84950	0.085	0.085
MEPCE	gi|48762932|gn|CCT8:10694|	CCT8	2.637	2.637	2.637	1	2.934	.	.	.	.	.	2.450	0.000		10694	2.934	2.934
MEPCE	gi|209862831|gn|ANXA2:302|	ANXA2	0.465	0.465	0.465	1	.	.	.	.	.	.	-0.155	0.000		302	0	0
MEPCE	gi|21361794|gn|CAND1:55832|	CAND1	0.543	0.543	0.543	1	0.718	.	.	.	.	.	-1.642	0.000		55832	0.718	0.718
MEPCE	gi|109948304|gn|SMU1:55234|	SMU1	0.235	0.235	0.235	1	0.262	.	.	.	.	.	-0.176	0.000		55234	0.262	0.262
MEPCE	gi|34485722|gn|KPNA3:3839|	KPNA3	0.903	0.903	0.903	1	.	.	.	.	.	.	-0.302	0.000		3839	0	0
MEPCE	gi|116063573|gn|FLNA:2316|	FLNA	3.655	3.655	3.655	1	3.178	.	.	.	.	.	3.161	0.000		2316	3.178	3.178
MEPCE	gi|84043963|gn|EIF5B:9669|	EIF5B	0.468	0.468	0.468	1	0.653	.	.	.	.	.	-1.098	0.000		9669	0.653	0.653
MEPCE	gi|5453880|gn|ANP32A:8125|	ANP32A	0.310	0.310	0.310	1	.	.	.	.	.	.	-0.104	0.000		8125	0	0
MEPCE	gi|4504511|gn|DNAJA1:3301|	DNAJA1	0.245	0.245	0.245	1	0.794	.	.	.	.	.	-1.060	0.000		3301	0.794	0.794
MEPCE	gi|4503507|gn|EIF2S3:1968|	EIF2S3	0.637	0.637	0.637	1	1.044	.	.	.	.	.	14.856	0.000		1968	1.044	1.044
MEPCE	gi|109148542|gn|AARS:16|	AARS	0.286	0.286	0.286	1	0.364	.	.	.	.	.	-0.283	0.000		16	0.364	0.364
MEPCE	gi|34419635|gn|HSPA6:3310|	HSPA6	1.272	1.272	1.272	1	1.659	.	.	.	.	.	2.512	0.000		3310	1.659	1.659
MEPCE	gi|22538467|gn|PSMB4:5692|	PSMB4	1.221	1.221	1.221	1	0.838	.	.	.	.	.	-6.894	0.000		5692	0.838	0.838
MEPCE	gi|7705851|gn|CHCHD2:51142|	CHCHD2	1.889	1.889	1.889	1	.	.	.	.	.	.	-0.631	0.000		51142	0	0
MEPCE	gi|148596949|gn|NOLC1:9221|	NOLC1	1.234	1.234	1.234	1	0.257	.	.	.	.	.	-0.907	0.000		9221	0.257	0.257
MEPCE	gi|7661952|gn|SART3:9733|	SART3	9.306	9.306	9.306	1	0.114	.	.	.	.	.	-4.294	0.000		9733	0.114	0.114
MEPCE	P07477	PRSS1	1.416	1.416	1.416	1	0.918	.	.	.	.	.	-16.566	0.000		5644	0.918	0.918
